Gene Start (bp)	Gene End (bp)	Chromosome Name	Associated Gene Name
94277006	94354587	11	PIWIL4
68380694	68385636	X	PJA1
108670410	108745695	5	PJA2
88928820	88998929	4	PKD2
102047903	102090243	10	PKD2L1
137223657	137278436	5	PKD2L2
42275160	42285668	2	PKDCC
155275034	155286629	HSCHR1_2_CTG31	PKLR
155259630	155271225	1	PKLR
72491370	72524164	15	PKM
3018025	3030540	16	PKMYT1
89149905	89301938	1	PKN2
201252580	201302121	1	PKP1
392614	404908	11	PKP3
159313476	159539391	2	PKP4
63340667	63384355	11	PLA2G16
186798085	186958113	1	PLA2G4A
160788519	160919121	2	PLA2R1
26904081	26947461	9	PLAA
81891438	81905115	10	PLAC9
57073463	57123883	8	PLAG1
144261437	144385735	6	PLAGL1
30780306	30795594	20	PLAGL2
75668935	75677255	10	PLAU
14656595	14721283	12	PLBD1
113796371	113827203	12	PLBD2
64018995	64036622	11	PLCB3
9049410	9461889	20	PLCB4
38048987	38071253	3	PLCD1
2357419	2436969	1	PLCH2
198669426	199437305	2	PLCL1
16844159	17132086	3	PLCL2
171318195	171528740	3	PLD1
4710391	4726729	17	PLD2
105391153	105399574	14	PLD4
17104309	17109629	17	PLD6
124134212	124191867	10	PLEKHA1
38758753	38831428	8	PLEKHA2
19282648	19529334	12	PLEKHA5
204187979	204346793	1	PLEKHA6
16799842	17035990	11	PLEKHA7
131862420	132111282	2	PLEKHB2
30155963	30166364	19	PLEKHF1
96146032	96168912	8	PLEKHF2
39903225	39919054	19	PLEKHG2
6526152	6580121	1	PLEKHG5
33310	58918	LRG_262	LRG_262
6419602	6437672	12	PLEKHG6
68000018	68056329	14	PLEKHH1
40819932	40829048	17	PLEKHH3
2230002	2237703	19	PLEKHJ1
43513266	43568115	17	PLEKHM1
16010827	16061264	1	PLEKHM2
208693027	208890284	2	PLEKHM3
901877	911245	1	PLEKHN1
65134088	65160206	15	PLEKHO2
115511213	115543188	10	PLEKHS1
88047606	88058312	2	PLGLB2
4502204	4517716	19	PLIN4
23688977	23701688	16	PLK1
57749809	57756087	5	PLK2
45265897	45271662	1	PLK3
128802016	128820350	4	PLK4
11994262	12035595	1	PLOD1
103028647	103047548	X	PLP1
49028273	49031588	X	PLP2
49031325	49034638	HG1436_HG1432_PATCH	PLP2
155456158	155471587	4	PLRG1
146232967	146262651	3	PLSCR1
37219556	37310647	17	PLXDC1
131808091	132333447	7	PLXNA4
48445261	48471594	3	PLXNB1
89855769	89875284	6	PM20D2
57567180	57571538	18	PMAIP1
56223448	56286592	20	PMEPA1
156182784	156212874	1	PMF1
41972898	41985894	22	PMM1
15133095	15168643	17	PMP22
5001	40548	LRG_263	LRG_263
139305110	139318213	9	PMPCA
102937869	102969958	7	PMPCB
6012870	6048756	7	PMS2
5001	40868	LRG_161	LRG_161
154897210	154909467	1	PMVK
99845927	99873207	6	PNISR
39644387	39652422	14	PNN
68384976	68403370	2	PNO1
818902	825573	11	PNPLA2
108110866	108210110	7	PNPLA8
46018872	46025654	17	PNPO
52109269	52188706	3	POC1A
89813495	89919801	12	POC1B
53527854	53551174	1	PODN
127348024	127391652	3	PODXL2
30795683	30826470	20	POFUT1
166808681	166825581	1	POGK
151375200	151431941	1	POGZ
65029233	65073060	11	POLA2
42195972	42229326	8	POLB
50887461	50921273	19	POLD1
44154286	44163957	7	POLD2
74204896	74380162	11	POLD3
67118248	67124443	11	POLD4
26673659	26684545	17	POLDIP2
26674233	26684545	HG883_PATCH	POLDIP2
42979727	43010968	22	POLDIP3
133200348	133263951	12	POLE
116169515	116172952	9	POLE3
89859534	89878092	15	POLG
62555145	62574426	HG183_PATCH	POLG2
62473902	62493154	17	POLG2
43543887	43586701	6	POLH
5001	49383	LRG_470	LRG_470
51795774	51847636	18	POLI
74807581	74896969	5	POLK
103338639	103348027	10	POLL
121150278	121264853	3	POLQ
43477440	43497323	6	POLR1C
28194903	28241548	13	POLR1D
37485932	37503694	9	POLR1E
57843888	57897334	4	POLR2B
57496299	57505922	16	POLR2C
128603840	128615731	2	POLR2D
1086594	1095598	19	POLR2E
38348614	38437922	22	POLR2F
62529016	62534182	11	POLR2G
184079506	184086384	3	POLR2H
36604612	36606248	19	POLR2I
102113565	102119354	7	POLR2J
102277496	102312088	7	POLR2J2
102178365	102213103	7	POLR2J3
43980494	44058774	7	POLR2J4
101162812	101166230	8	POLR2K
837356	842545	11	POLR2L
57884231	58074960	15	POLR2M
79734907	79789303	10	POLR3A
145592605	145611025	1	POLR3C
146510503	146528920	HG1287_PATCH	POLR3C
22102617	22112113	8	POLR3D
18447771	18465287	20	POLR3F
145456236	145470388	1	POLR3GL
41921808	41940610	22	POLR3H
96407	103628	16	POLR3K
617223	633597	19	POLRMT
72349936	72421979	7	POM121
72344322	72416397	HG1257_PATCH	POM121
75046066	75115548	7	POM121C
46654354	46685977	1	POMGNT1
43120724	43147568	3	POMGNT2
42948658	42978577	8	POMK
29233241	29253062	13	POMP
76239303	76256578	7	POMZP3
30094924	30108144	19	POP4
121016567	121019201	12	POP5
100303676	100305118	7	POP7
48367350	48379202	X	PORCN
48368361	48380213	HG1436_HG1432_PATCH	PORCN
39017598	39532694	7	POU6F2
71962586	71993667	10	PPA1
10216965	10225414	19	PPAN
10216899	10225456	19	PPAN-P2RY11
281040	291393	19	PPAP2C
38120648	38126761	8	PPAPDC1B
4662298	4665256	9	PPAPDC2
46546424	46639653	22	PPARA
57259528	57301781	4	PPAT
62152077	62153559	20	PPDPF
70116806	70230509	11	PPFIA1
49622646	49654283	19	PPFIA3
27676364	27848497	12	PPFIBP1
42632249	42853517	12	PPHLN1
44836279	44864163	7	PPIA
147954635	147955419	1	PPIAL4A
149553003	149553787	1	PPIAL4C
148201752	148202536	1	PPIAL4D
145927830	145928614	HG1287_PATCH	PPIAL4D
148644011	148644795	1	PPIAL4E
143767144	143767881	1	PPIAL4G
64448011	64455404	15	PPIB
5001	12341	LRG_10	LRG_10
122358945	122372436	5	PPIC
159630286	159644548	4	PPID
81107225	81115093	10	PPIF
170440850	170497916	2	PPIG
36822603	36842800	6	PPIL1
22006559	22054304	22	PPIL2
149825869	149867174	6	PPIL4
43825660	43882430	15	PPIP5K1
60712470	60765805	14	PPM1A
58677544	58741849	17	PPM1D
22273793	22307209	22	PPM1F
27604061	27632554	2	PPM1G
63037762	63328817	12	PPM1H
160473390	160796695	3	PPM1L
73882144	73965748	11	PPME1
67165654	67188654	11	PPP1CA
28974506	29025806	2	PPP1CB
111157485	111180744	12	PPP1CC
30558418	30576630	HSCHR6_MHC_DBB	PPP1R10
30557688	30575899	HSCHR6_MHC_QBL	PPP1R10
30612852	30631064	HSCHR6_MHC_MANN	PPP1R10
30559598	30577810	HSCHR6_MHC_SSTO	PPP1R10
30646635	30664848	HSCHR6_MHC_MCF	PPP1R10
30568177	30586389	6	PPP1R10
30558026	30576238	HSCHR6_MHC_COX	PPP1R10
30024068	30027692	HSCHR6_MHC_QBL	PPP1R11
29971320	29974944	HSCHR6_MHC_APD	PPP1R11
30024813	30028437	HSCHR6_MHC_DBB	PPP1R11
30029681	30033306	HSCHR6_MHC_MANN	PPP1R11
30034486	30038110	6	PPP1R11
30024068	30027692	HSCHR6_MHC_SSTO	PPP1R11
30112987	30116611	HSCHR6_MHC_MCF	PPP1R11
30024382	30028006	HSCHR6_MHC_COX	PPP1R11
202317827	202561834	1	PPP1R12B
55602281	55628927	19	PPP1R12C
104200089	104313927	14	PPP1R13B
64011956	64014413	11	PPP1R14B
49375649	49379314	19	PPP1R15A
204372515	204380919	1	PPP1R15B
145703352	145727504	8	PPP1R16A
37434348	37551667	20	PPP1R16B
30652415	30663921	HSCHR6_MHC_APD	PPP1R18
30633702	30645208	HSCHR6_MHC_QBL	PPP1R18
30634431	30645937	HSCHR6_MHC_DBB	PPP1R18
30688865	30700371	HSCHR6_MHC_MANN	PPP1R18
30635612	30638612	HSCHR6_MHC_SSTO	PPP1R18
30722654	30734160	HSCHR6_MHC_MCF	PPP1R18
30644166	30655672	6	PPP1R18
30634035	30645541	HSCHR6_MHC_COX	PPP1R18
37782993	37792879	17	PPP1R1B
195241221	195270209	3	PPP1R2
100032905	100034188	7	PPP1R35
58511894	58515352	20	PPP1R3D
49126306	49157929	X	PPP1R3F
49129242	49160849	HG1436_HG1432_PATCH	PPP1R3F
242088991	242123067	2	PPP1R7
28157289	28178187	1	PPP1R8
94536514	94925727	7	PPP1R9A
48211104	48227991	17	PPP1R9B
133530025	133561833	5	PPP2CA
30631973	30671830	8	PPP2CB
52693292	52730687	19	PPP2R1A
111597632	111637151	11	PPP2R1B
111597632	111637151	HG388_HG400_PATCH	PPP2R1B
26149007	26230196	8	PPP2R2A
133747955	133773331	10	PPP2R2D
133787054	133812430	HG1479_PATCH	PPP2R2D
294698	347690	X	PPP2R3B
212458879	212535200	1	PPP2R5A
102228135	102394326	14	PPP2R5C
42952237	42980080	6	PPP2R5D
63838075	64010092	14	PPP2R5E
75196186	75255782	10	PPP3CB
22298332	22398652	8	PPP3CC
30087299	30096698	16	PPP4C
9546789	9615238	18	PPP4R1
73045936	73118350	3	PPP4R2
46850251	46896238	19	PPP5C
127908852	127952218	9	PPP6C
55741148	55770363	19	PPP6R1
50781733	50883514	22	PPP6R2
68228186	68382802	11	PPP6R3
103892787	103910082	10	PPRC1
110969120	111021125	12	PPTC7
64859063	64883376	5	PPWD1
48755195	48760420	X	PQBP1
48757311	48762542	HG1436_HG1432_PATCH	PQBP1
77662420	77711664	18	PQLC1
19638820	19655794	1	PQLC2
73455134	73460366	2	PRADC1
48928813	48931730	X	PRAF2
91509270	91538859	15	PRC1
156720402	156770607	1	PRCC
74523668	74549660	17	PRCD
82534544	82681626	11	PRCP
106534195	106557814	6	PRDM1
108126643	108155049	12	PRDM4
12907634	12912694	19	PRDX2
120927215	120938345	10	PRDX3
64085560	64089283	11	PRDX5
173446405	173457946	1	PRDX6
27353624	27357543	2	PREB
176730775	176733960	5	PRELID1
105725440	105850959	6	PREP
44543420	44589001	2	PREPL
47240790	47444420	20	PREX1
72357104	72362531	10	PRF1
5001	10428	LRG_94	LRG_94
57154267	57158130	11	PRG2
64079543	64431152	3	PRICKLE2
41748087	41757879	6	PRICKLE4
185570767	185616117	4	PRIMPOL
40759481	40798476	5	PRKAA1
146626685	146644129	1	PRKAB2
147841521	147858965	HG1287_PATCH	PRKAB2
14202500	14228896	19	PRKACA
84543745	84704181	1	PRKACB
48782030	48885279	3	PRKAR2A
6340176	6341877	11	PRKCDBP
169940153	170023769	3	PRKCI
1981909	2116834	1	PRKCZ
48685669	48872743	8	PRKDC
5001	192076	LRG_162	LRG_162
52750945	54058110	10	PRKG1
102004319	102067123	7	PRKRIP1
102007152	102069956	HG115_PATCH	PRKRIP1
76061000	76092015	11	PRKRIR
3522411	3631649	X	PRKX
7142013	7249589	Y	PRKY
48055079	48085036	21	PRMT2
20409076	20530840	11	PRMT3
23389720	23398794	14	PRMT5
4702556	4709106	20	PRND
4666882	4682236	20	PRNP
138727635	138730885	5	PROB1
33759876	33765165	20	PROCR
15964699	16086001	4	PROM1
93591881	93692910	3	PROS1
37620111	37637283	8	PROSC
39584003	39612252	13	PROSER1
11865338	11914276	10	PROSER2
214156524	214214595	1	PROX1
13628927	13672868	10	PRPF18
60658202	60674060	11	PRPF19
150293925	150325671	1	PRPF3
151007891	151039610	HG1287_PATCH	PRPF3
54618837	54635140	19	PRPF31
54618711	54634963	HG1079_PATCH	PRPF31
54618837	54635140	HSCHR19LRC_COX1_CTG1	PRPF31
54618837	54635140	HSCHR19LRC_COX2_CTG1	PRPF31
54618837	54635140	HSCHR19LRC_LRC_I_CTG1	PRPF31
54618837	54635140	HSCHR19LRC_LRC_T_CTG1	PRPF31
54618837	54635140	HSCHR19LRC_LRC_S_CTG1	PRPF31
54618837	54635140	HSCHR19LRC_LRC_J_CTG1	PRPF31
54618837	54635140	HSCHR19LRC_PGF1_CTG1	PRPF31
54618837	54635140	HSCHR19LRC_PGF2_CTG1	PRPF31
52870236	52886511	1	PRPF38A
109234945	109244425	1	PRPF38B
45553302	45585485	14	PRPF39
116037623	116055185	9	PRPF4
153508107	153574511	2	PRPF40A
4021501	4065217	6	PRPF4B
62612488	62664453	20	PRPF6
1553923	1588176	17	PRPF8
106871737	106894256	X	PRPS1
5001	27603	LRG_264	LRG_264
74305567	74380602	17	PRPSAP1
18743398	18834581	17	PRPSAP2
50094900	50129696	19	PRR12
30662038	30667761	16	PRR14
32072242	32146126	22	PRR14L
29603427	29606911	7	PRR15
46029333	46035244	17	PRR15L
42806250	42814973	19	PRR19
30514898	30521735	HSCHR6_MHC_DBB	PRR3
30514170	30521007	HSCHR6_MHC_QBL	PRR3
30569338	30576175	HSCHR6_MHC_MANN	PRR3
30516081	30522918	HSCHR6_MHC_SSTO	PRR3
30603120	30609957	HSCHR6_MHC_MCF	PRR3
30524663	30531500	6	PRR3
30514508	30521345	HSCHR6_MHC_COX	PRR3
45098113	45258586	22	PRR5-ARHGAP8
126853301	126890781	5	PRRC1
31578395	31595492	HSCHR6_MHC_SSTO	PRRC2A
31575863	31592960	HSCHR6_MHC_COX	PRRC2A
31578694	31595788	HSCHR6_MHC_QBL	PRRC2A
31570625	31587723	HSCHR6_MHC_DBB	PRRC2A
31627937	31645035	HSCHR6_MHC_MANN	PRRC2A
31664743	31681839	HSCHR6_MHC_MCF	PRRC2A
31588497	31605548	6	PRRC2A
134269480	134375584	9	PRRC2B
171454651	171562650	1	PRRC2C
32851489	32879669	11	PRRG4
170631869	170708560	1	PRRX1
132427920	132484875	9	PRRX2
27215480	27224403	6	PRSS16
86502101	86663952	11	PRSS23
46783582	46854048	3	PRSS45
46753605	46854064	3	PRSS50
31094746	31100949	16	PRSS53
58313901	58328951	16	PRSS54
31142756	31147083	16	PRSS8
80912059	80945009	9	PSAT1
73603126	73690399	14	PSEN1
36236015	36237911	19	PSENEN
15464064	15511017	9	PSIP1
67927175	67963581	16	PSKH1
14515329	14665181	11	PSMA1
42956460	42971822	7	PSMA2
58711549	58738730	14	PSMA3
78832747	78841604	15	PSMA4
109941653	109969062	1	PSMA5
35747839	35786699	14	PSMA6
60711791	60718496	20	PSMA7
170844205	170862429	6	PSMB1
36067185	36107445	1	PSMB2
36908989	36920484	17	PSMB3
151372010	151374420	1	PSMB4
23485752	23504439	14	PSMB5
4699439	4701790	17	PSMB6
127115745	127177723	9	PSMB7
32737204	32741190	HSCHR6_MHC_QBL	PSMB8
32786475	32790461	HSCHR6_MHC_DBB	PSMB8
32792101	32796087	HSCHR6_MHC_APD	PSMB8
32898409	32902343	HSCHR6_MHC_SSTO	PSMB8
32730817	32734804	HSCHR6_MHC_COX	PSMB8
32962293	32966279	HSCHR6_MHC_MANN	PSMB8
32808494	32812480	6	PSMB8
32841974	32845960	HSCHR6_MHC_MCF	PSMB8
32740623	32776073	HSCHR6_MHC_QBL	PSMB9
32789894	32825298	HSCHR6_MHC_DBB	PSMB9
32795520	32830948	HSCHR6_MHC_APD	PSMB9
32901828	32937246	HSCHR6_MHC_SSTO	PSMB9
32734237	32769688	HSCHR6_MHC_COX	PSMB9
32965712	33001163	HSCHR6_MHC_MANN	PSMB9
32811913	32827362	6	PSMB9
32845393	32880808	HSCHR6_MHC_MCF	PSMB9
90722839	90738968	14	PSMC1
102984701	103009842	7	PSMC2
47440320	47447993	11	PSMC3
40724333	40729849	17	PSMC3IP
40476912	40487348	19	PSMC4
61904512	61909379	17	PSMC5
53173890	53195305	14	PSMC6
231921578	232037541	2	PSMD1
30771279	30810336	17	PSMD11
65334032	65362743	17	PSMD12
236546	252983	11	PSMD13
162164549	162268228	2	PSMD14
184016497	184026842	3	PSMD2
38137050	38154213	17	PSMD3
151227179	151239955	1	PSMD4
123577774	123605262	9	PSMD5
63996225	64009658	3	PSMD6
74330673	74340186	16	PSMD7
38865176	38874464	19	PSMD8
122326637	122356203	12	PSMD9
24605367	24608176	14	PSME1
24612574	24616779	14	PSME2
40976402	40995774	17	PSME3
1093906	1160596	20	PSMF1
12658737	12725739	18	PSMG2
1606966	1610641	7	PSMG3
3231637	3303607	6	PSMG4
31076302	31101556	HSCHR6_MHC_DBB	PSORS1C1
31074948	31100262	HSCHR6_MHC_QBL	PSORS1C1
31127487	31152786	HSCHR6_MHC_MANN	PSORS1C1
31161055	31186363	HSCHR6_MHC_MCF	PSORS1C1
31082527	31107869	6	PSORS1C1
31075027	31100333	HSCHR6_MHC_COX	PSORS1C1
31099052	31100868	HSCHR6_MHC_DBB	PSORS1C2
31097761	31099575	HSCHR6_MHC_QBL	PSORS1C2
31150282	31152098	HSCHR6_MHC_MANN	PSORS1C2
31183859	31185675	HSCHR6_MHC_MCF	PSORS1C2
31105313	31107127	6	PSORS1C2
31097829	31099645	HSCHR6_MHC_COX	PSORS1C2
20248896	20357142	13	PSPC1
56078744	56119297	7	PSPH
72324438	72374875	9	PTAR1
97187221	97289294	1	PTBP2
114980715	115095947	9	PTBP3
99014362	99063787	7	PTCD1
71616194	71656052	5	PTCD2
86333305	86369280	2	PTCD3
97273943	97349223	8	PTDSS1
448268	491393	11	PTDSS2
89622870	89731687	10	PTEN
5001	110337	LRG_311	LRG_311
33673502	33677497	9	PTENP1
16478942	16555736	10	PTER
130882972	130890741	9	PTGES2
48120411	48184683	20	PTGIS
141667999	142012315	8	PTK2
6874682	6880116	12	PTMS
64231666	64293492	6	PTP4A1
32372022	32410457	1	PTP4A2
47586982	47595013	11	PTPMT1
112856155	112947717	12	PTPN11
214522039	214725792	1	PTPN14
131113580	131132982	2	PTPN18
12785477	12929642	18	PTPN2
88932122	89021077	14	PTPN21
47422501	47454931	3	PTPN23
7055631	7070479	12	PTPN6
7055631	7070479	HG344_PATCH	PTPN6
75759462	75871630	15	PTPN9
2844830	3019722	20	PTPRA
70910630	71031220	12	PTPRB
43990858	44089343	1	PTPRF
55692616	55720874	19	PTPRH
7566780	8406859	18	PTPRM
5158506	5340814	19	PTPRS
40701392	41818610	20	PTPRT
121513143	121702090	7	PTPRZ1
40554470	40575535	17	PTRF
57751997	57784987	17	PTRH2
25012603	25016251	2	PTRHD1
112097088	112140678	11	PTS
159848829	159855748	5	PTTG1
144898514	144912029	8	PUF60
144898514	144912029	HG104_HG975_PATCH	PUF60
139487362	139496321	5	PURA
44915896	44924960	7	PURB
132413745	132428406	12	PUS1
61167357	61245394	2	PUS10
125763381	125773116	11	PUS3
105080108	105162714	7	PUS7
1243947	1247057	1	PUSL1
45147098	45166850	19	PVR
119494120	119599794	11	PVRL1
45349432	45392485	19	PVRL2
161040785	161059389	1	PVRL4
128806779	129113499	8	PVT1
108079509	108106944	12	PWP1
45527171	45551063	21	PWP2
159488808	159546430	5	PWWP2A
134210672	134231367	10	PWWP2B
3722848	3752260	6	PXDC1
1635659	1748624	2	PXDN
58318607	58411748	3	PXK
133264192	133297276	12	PXMP2
32294512	32308125	20	PXMP4
120648250	120703574	12	PXN
226107578	226111978	1	PYCR2
144686083	144691943	8	PYCRL
25228705	25278650	20	PYGB
21590549	21623300	12	PYROXD1
9301436	9360966	12	PZP
49133365	49142553	3	QARS
163835032	163999628	6	QKI
37571717	37600465	2	QPCT
29674600	29710020	16	QPRT
49067140	49131796	3	QRICH1
107077453	107116292	6	QRSL1
32914724	33014862	11	QSER1
139098179	139137687	HG998_1_PATCH	QSOX2
139098179	139137687	9	QSOX2
113724680	113807269	3	QTRTD1
23127633	23153792	8	R3HCC1
99894387	100004654	10	R3HCC1L
136289025	136482840	2	R3HDM1
896503	913240	19	R3HDM4
26256976	26360323	2	RAB10
8454865	8469318	19	RAB11B
37716136	37756985	8	RAB11FIP1
475619	573011	16	RAB11FIP3
73300510	73383849	2	RAB11FIP5
153954127	153958834	1	RAB13
123940415	123985292	9	RAB14
238482965	238510257	2	RAB17
27793197	27831143	10	RAB18
66036004	66044963	11	RAB1B
72148654	72184699	12	RAB21
56884752	56942563	20	RAB22A
57053607	57087078	6	RAB23
156030951	156040295	1	RAB25
61429416	61536186	8	RAB2A
21927179	21945132	14	RAB2B
146864829	146876101	6	RAB32
140374386	140397763	4	RAB33B
120532899	120555306	12	RAB35
18307594	18314884	19	RAB3A
11432722	11456946	19	RAB3D
135809835	135933964	2	RAB3GAP1
61664773	61687741	11	RAB3IL1
80612849	80656604	17	RAB40B
229406822	229441641	1	RAB4A
41284121	41302847	19	RAB4B
19988571	20026667	3	RAB5A
56367697	56388490	12	RAB5B
40281228	40311269	HG185_PATCH	RAB5C
40276994	40307035	17	RAB5C
73386683	73472182	11	RAB6A
130737235	130740311	2	RAB6C
128444965	128533639	3	RAB7A
5001	93663	LRG_266	LRG_266
16222439	16245044	19	RAB8A
63481668	63559981	15	RAB8B
13707244	13728625	X	RAB9A
5185558	5289129	17	RABEP1
127962821	127996437	9	RABEPK
66147151	66276451	7	RABGEF1
24734744	24740945	14	RABGGTA
114384806	114400973	2	RABL2A
51205929	51222091	22	RABL2B
51205929	51222091	HG497_PATCH	RABL2B
120405528	120461840	3	RABL3
139702374	139735639	9	RABL6
6414154	6443608	7	RAC1
79989500	79992080	17	RAC3
50370706	50426919	12	RACGAP1
34905369	34919094	5	RAD1
68665120	68710628	5	RAD17
68665134	68710869	HSCHR5_1_CTG1	RAD17
8817088	9005457	3	RAD18
13056669	13064456	19	RAD23A
40986972	41024354	15	RAD51
4647950	4669214	12	RAD51AP1
33426811	33448541	17	RAD51D
1021243	1099219	12	RAD52
95384188	95487337	8	RAD54B
67159176	67165881	11	RAD9A
4836686	4923350	7	RADIL
55926066	55954267	20	RAE1
12625100	12705725	3	RAF1
4979	85579	LRG_413	LRG_413
17584787	17714767	17	RAI1
39663082	39747723	7	RALA
9475007	9538114	18	RALBP1
36007558	36278510	14	RALGAPA1
37101459	37207504	20	RALGAPB
135973107	136039301	9	RALGDS
32581452	32696114	20	RALY
40910465	40915059	17	RAMP2
40905932	40913275	17	RAMP2-AS1
131356424	131362223	12	RAN
20103461	20114878	22	RANBP1
67757005	67840555	16	RANBP10
109335937	109402267	2	RANBP2
5916150	5978153	19	RANBP3
6011043	6015618	9	RANBP6
13621730	13711796	6	RANBP9
41641615	41682255	22	RANGAP1
69004619	69054372	12	RAP1B
131337053	131353471	X	RAP2C
130759614	130970929	5	RAPGEF6
204259068	204400133	2	RAPH1
38465444	38513094	17	RARA
25215823	25639423	3	RARB
158414681	158450485	3	RARRES1
150035408	150038763	7	RARRES2
63304281	63313934	11	RARRES3
167913450	167946304	5	RARS
88224096	88299721	6	RARS2
114747194	114898086	13	RASA3
102220093	102257204	7	RASA4
178060643	178063119	1	RASAL2-AS1
17397751	17399709	17	RASD1
82347547	82965397	4	RASGEF1B
33661391	33789817	2	RASGRP3
29708922	29715668	22	RASL10A
50367220	50378412	HG325_PATCH	RASSF1
50367219	50378411	3	RASSF1
4760669	4804291	20	RASSF2
45454855	45491339	10	RASSF4
560404	564021	11	RASSF7
86198331	86230348	12	RASSF9
10426888	10444316	19	RAVER1
48877887	49056122	13	RB1
5001	183144	LRG_517	LRG_517
53535016	53658403	8	RB1CC1
5085452	5109119	7	RBAK
33116743	33151812	1	RBBP4
205055270	205091143	1	RBBP5
24549014	24584184	16	RBBP6
16857406	16888537	X	RBBP7
60985293	61002589	20	RBBP8NL
18467184	18477887	20	RBBP9
388142	411610	20	RBCK1
77794358	77806397	18	RBFA
36134783	36424473	22	RBFOX2
53467889	53525561	16	RBL2
34236847	34252878	20	RBM12
66384053	66394818	11	RBM14
110881128	110889299	1	RBM15
51428699	51435339	HG186_PATCH	RBM15B
51428731	51435330	3	RBM15B
6130950	6159420	10	RBM17
124999903	125027118	9	RBM18
114254543	114404176	12	RBM19
150070356	150080669	5	RBM22
23369854	23388393	14	RBM23
73525144	73588122	14	RBM25
79885962	79980612	13	RBM26
145583113	145718814	5	RBM27
48432837	48437454	X	RBM3
48433848	48438465	HG1436_HG1432_PATCH	RBM3
235294498	235324772	1	RBM34
55966463	55984389	20	RBM38
66384097	66434153	11	RBM4
36119932	36128588	19	RBM42
152104454	152118393	2	RBM43
40425272	40632892	4	RBM47
92158087	92167319	7	RBM48
50126341	50156454	3	RBM5
49977440	50137478	3	RBM6
114270752	114284925	11	RBM7
145507598	145513536	1	RBM8A
29322473	30051886	3	RBMS3
129535943	129547317	X	RBMX2
89445139	89458643	1	RBMXL1
7276280	7281538	12	RBP5
10057264	10076078	1	RBP7
26165077	26436541	4	RBPJ
43935491	43945803	20	RBPJL
41347351	41369313	22	RBX1
173900352	173991435	1	RC3H1
35885440	35987441	21	RCAN1
50106082	50159719	13	RCBTB1
49063095	49107369	13	RCBTB2
66610306	66614017	11	RCE1
76404247	76439974	4	RCHY1
4792869	4885917	9	RCL1
77223960	77242601	15	RCN2
50030875	50050219	19	RCN3
103058998	103196913	14	RCOR1
211431719	211489727	1	RCOR3
68143518	68162531	14	RDH11
18735989	18741946	2	RDH14
56114151	56118489	12	RDH5
110045605	110167447	11	RDX
36036430	36124448	9	RECK
21621845	21654603	12	RECQL
145736667	145743229	8	RECQL4
73622925	73663269	17	RECQL5
65281123	65384883	10	REEP3
21995533	21999464	8	REEP4
112212084	112258236	5	REEP5
1491165	1497926	19	REEP6
65421067	65430565	11	RELA
45504688	45541452	19	RELB
103112231	103629963	7	RELN
73087309	73108519	11	RELT
150065278	150071133	7	REPIN1
139224630	139309398	6	REPS1
16964814	17171395	X	REPS2
2323267	2336883	1	RER1
15260717	15501609	12	RERG
85569211	85581743	2	RETSAT
111620234	111804918	6	REV3L
1815248	1848452	19	REXO1
86568695	86575726	8	REXO1L1P
114310108	114321001	11	REXO2
136281597	136293579	HG79_PATCH	REXO4
136271186	136283164	9	REXO4
39289076	39367995	4	RFC1
73645829	73668774	7	RFC2
73696456	73719401	HG1257_PATCH	RFC2
186507669	186524847	3	RFC4
118451393	118470935	12	RFC5
33333009	33416338	17	RFFL
79000433	79009433	9	RFK
80005778	80009707	17	RFNG
29834572	29838444	22	RFPL1
16355081	16555533	3	RFTN1
198432948	198540769	2	RFTN2
5993175	6199583	19	RFX2
151313116	151319833	1	RFX5
5001	11654	LRG_101	LRG_101
56379478	56535483	15	RFX7
19303008	19312678	19	RFXANK
5001	14671	LRG_102	LRG_102
71346958	71351758	X	RGAG4
183605220	183897665	1	RGL1
11495017	11530018	19	RGL3
24030323	24041363	22	RGL4
98104354	98134347	5	RGMB
35749203	35758572	9	RGP1
87135076	87241104	2	RGPD1
107021446	107084832	2	RGPD3
108443388	108507297	2	RGPD4
110550335	110615272	2	RGPD5
111271389	111334762	2	RGPD6
113127669	113192065	2	RGPD8
192544857	192549161	1	RGS1
182567758	182573543	1	RGS16
