Gene Start (bp)	Gene End (bp)	Chromosome Name	HGNC symbol
151197949	151249536	1	PIP5K1A
3630183	3700479	19	PIP5K1C
31618491	31662432	22	PISD
23778405	23788232	1	PITHD1
1517718	1562816	17	PITPNA
27851669	27920134	22	PITPNB
122983480	123150015	12	PITPNM2
3137728	3172841	10	PITRM1
94543840	94621421	11	PIWIL4
69160851	69165793	X	PJA1
109334709	109409994	5	PJA2
88007668	88077777	4	PKD2
100288154	100330486	10	PKD2L1
137887968	137942747	5	PKD2L2
42048020	42058528	2	PKDCC
155289839	155301434	1	PKLR
72199029	72231822	15	PKM
2968024	2980539	16	PKMYT1
88684222	88836255	1	PKN2
201283452	201332993	1	PKP1
392614	404908	11	PKP3
158456964	158682879	2	PKP4
63573195	63616883	11	PLA2G16
186828953	186988981	1	PLA2G4A
159932006	160062610	2	PLA2R1
26904083	26947463	9	PLAA
80131682	80145359	10	PLAC9
56160904	56211324	8	PLAG1
143940300	144064599	6	PLAGL1
32192503	32207791	20	PLAGL2
73909177	73917497	10	PLAU
14503661	14568349	12	PLBD1
113358566	113391625	12	PLBD2
64251523	64269150	11	PLCB3
9068763	9481242	20	PLCB4
38007496	38029762	3	PLCD1
2425980	2505530	1	PLCH2
197804702	198572581	2	PLCL1
16802651	17090594	3	PLCL2
171600405	171810950	3	PLD1
4807096	4823434	17	PLD2
104924816	104937790	14	PLD4
17200995	17206315	17	PLD6
122374696	122442602	10	PLEKHA1
38901235	38973909	8	PLEKHA2
19129752	19376400	12	PLEKHA5
204218851	204377665	1	PLEKHA6
16778295	17014443	11	PLEKHA7
131104847	131353709	2	PLEKHB2
29665056	29675457	19	PLEKHF1
95133804	95156684	8	PLEKHF2
39412585	39428415	19	PLEKHG2
6466092	6520061	1	PLEKHG5
6310436	6328506	12	PLEKHG6
67533301	67589612	14	PLEKHH1
42667914	42676994	17	PLEKHH3
2230084	2237704	19	PLEKHJ1
45435900	45490749	17	PLEKHM1
15684332	15734769	1	PLEKHM2
207828303	208025560	2	PLEKHM3
966497	975865	1	PLEKHN1
64841883	64868007	15	PLEKHO2
113751454	113783429	10	PLEKHS1
87748087	87758793	2	PLGLB2
4502180	4518465	19	PLIN4
23677656	23690367	16	PLK1
58453982	58460260	5	PLK2
44800225	44805990	1	PLK3
127880861	127899195	4	PLK4
11934205	11975538	1	PLOD1
103773718	103792619	X	PLP1
49171926	49175239	X	PLP2
154535006	154550435	4	PLRG1
146515180	146544864	3	PLSCR1
39063303	39154394	17	PLXDC1
132123332	132648688	7	PLXNA4
48403854	48430051	3	PLXNB1
89146050	89165565	6	PM20D2
59899948	59904306	18	PMAIP1
57648392	57711536	20	PMEPA1
156212993	156240042	1	PMF1
41576894	41589890	22	PMM1
15229777	15265326	17	PMP22
136410570	136423761	9	PMPCA
103297422	103329511	7	PMPCB
5973239	6009125	7	PMS2
154924734	154936991	1	PMVK
99398051	99425331	6	PNISR
39175183	39183218	14	PNN
68157844	68176238	2	PNO1
818902	825573	11	PNPLA2
108470422	108569666	7	PNPLA8
47941506	47948288	17	PNPO
52075253	52154690	3	POC1A
89419718	89526024	12	POC1B
53062052	53085502	1	PODN
127629181	127672809	3	PODXL2
32207880	32238667	20	POFUT1
166839447	166856344	1	POGK
151402724	151459465	1	POGZ
65261762	65305589	11	POLA2
42338454	42371808	8	POLB
50384204	50418018	19	POLD1
44114681	44124358	7	POLD2
74493851	74669117	11	POLD3
67350777	67356972	11	POLD4
28347177	28357522	17	POLDIP2
42583721	42614962	22	POLDIP3
132623753	132687365	12	POLE
113407235	113410672	9	POLE3
89316305	89334861	15	POLG
64477785	64497036	17	POLG2
43576150	43615660	6	POLH
54269404	54321266	18	POLI
75511756	75601144	5	POLK
101578882	101588270	10	POLL
121431427	121546641	3	POLQ
43509702	43529585	6	POLR1C
27620742	27667415	13	POLR1D
37485935	37503697	9	POLR1E
56977722	57031168	4	POLR2B
57462387	57472010	16	POLR2C
127843551	127858157	2	POLR2D
1086579	1095380	19	POLR2E
37952607	38041915	22	POLR2F
62761544	62766710	11	POLR2G
184361718	184368596	3	POLR2H
36113710	36115346	19	POLR2I
102473118	102478907	7	POLR2J
102665368	102671629	7	POLR2J2
102537918	102572656	7	POLR2J3
43940895	44019175	7	POLR2J4
100150584	100154002	8	POLR2K
837356	842545	11	POLR2L
57706629	57782762	15	POLR2M
77969251	78029545	10	POLR3A
145824088	145842505	1	POLR3C
22245104	22254600	8	POLR3D
18467127	18484643	20	POLR3F
145964702	145978848	1	POLR3GL
41525804	41544606	22	POLR3H
46407	53628	16	POLR3K
617224	633604	19	POLRMT
72879365	72951440	7	POM121
75416787	75486271	7	POM121C
46188682	46220305	1	POMGNT1
43079232	43106076	3	POMGNT2
43093506	43123434	8	POMK
28659104	28678925	13	POMP
76609986	76627261	7	POMZP3
29604017	29617237	19	POP4
120578764	120581398	12	POP5
100706053	100707495	7	POP7
48508962	48520814	X	PORCN
38977998	39493095	7	POU6F2
70202830	70233911	10	PPA1
10106289	10111634	19	PPAN
10106223	10114780	19	PPAN-P2RY11
46150521	46243756	22	PPARA
56393362	56435615	4	PPAT
63520724	63522206	20	PPDPF
70270700	70384403	11	PPFIA1
49119389	49151026	19	PPFIA3
27523431	27695564	12	PPFIBP1
42238447	42459715	12	PPHLN1
44796680	44824564	7	PPIA
120889746	120890405	1	PPIAL4A
149583865	149584464	1	PPIAL4C
145241630	145242124	1	PPIAL4D
144372875	144373659	1	PPIAL4E
148479824	148483679	1	PPIAL4G
64155812	64163205	15	PPIB
123023250	123036741	5	PPIC
158709134	158723396	4	PPID
79347469	79355337	10	PPIF
169584340	169641406	2	PPIG
36854827	36875024	6	PPIL1
21652270	21700015	22	PPIL2
149504733	149546038	6	PPIL4
43533462	43590253	15	PPIP5K1
60245752	60299087	14	PPM1A
60600183	60666280	17	PPM1D
21919420	21952837	22	PPM1F
27381194	27409687	2	PPM1G
62643982	62935037	12	PPM1H
160755602	161078907	3	PPM1L
74171099	74254703	11	PPME1
67398183	67421183	11	PPP1CA
28751640	28802940	2	PPP1CB
110719680	110742939	12	PPP1CC
30600400	30618612	6	PPP1R10
30066709	30070333	6	PPP1R11
202348699	202592706	1	PPP1R12B
55090913	55117559	19	PPP1R12C
103733752	103847590	14	PPP1R13B
64244480	64246941	11	PPP1R14B
48872392	48876057	19	PPP1R15A
204403387	204411791	1	PPP1R15B
144477969	144502121	8	PPP1R16A
38805705	38923024	20	PPP1R16B
30676389	30687895	6	PPP1R18
39626740	39636626	17	PPP1R1B
195514425	195543386	3	PPP1R2
100435282	100436565	7	PPP1R35
59936668	59940297	20	PPP1R3D
49269843	49301461	X	PPP1R3F
241149576	241183652	2	PPP1R7
27830778	27851676	1	PPP1R8
94907202	95296415	7	PPP1R9A
50133735	50150630	17	PPP1R9B
134194334	134226142	5	PPP2CA
30774457	30814314	8	PPP2CB
52190039	52229533	19	PPP2R1A
111726908	111766427	11	PPP2R1B
26291491	26372680	8	PPP2R2A
131900644	131959834	10	PPP2R2D
333963	386955	X	PPP2R3B
212285537	212361863	1	PPP2R5A
101761798	101927989	14	PPP2R5C
42984499	43012342	6	PPP2R5D
63371357	63543374	14	PPP2R5E
73436428	73496024	10	PPP3CB
22440819	22541142	8	PPP3CC
30075978	30085377	16	PPP4C
9546791	9615240	18	PPP4R1
72996785	73069199	3	PPP4R2
46346994	46392981	19	PPP5C
125146573	125189939	9	PPP6C
55229780	55258995	19	PPP6R1
50343304	50445090	22	PPP6R2
68460731	68615334	11	PPP6R3
102132994	102150331	10	PPRC1
110533245	110583320	12	PPTC7
65563236	65587549	5	PPWD1
48897912	48903143	X	PQBP1
79902420	79951664	18	PQLC1
19312326	19329300	1	PQLC2
73228006	73233238	2	PRADC1
49071156	49074071	X	PRAF2
90966038	90995629	15	PRC1
156750610	156800817	1	PRCC
76527586	76553578	17	PRCD
82823502	82970584	11	PRCP
106086320	106109939	6	PRDM1
107732866	107761272	12	PRDM4
12796820	12801859	19	PRDX2
119167703	119178833	10	PRDX3
64318088	64321811	11	PRDX5
173477266	173488807	1	PRDX6
27130756	27134675	2	PREB
177303774	177306959	5	PRELID1
105277565	105403084	6	PREP
44316281	44361862	2	PREPL
48624252	48827883	20	PREX1
70597348	70602775	10	PRF1
57386794	57390657	11	PRG2
64093867	64445476	3	PRICKLE2
41783474	41787129	6	PRICKLE4
41780349	41790141	6	PRICKLE4
184649613	184694963	4	PRIMPOL
40759379	40798374	5	PRKAA1
147155106	147172550	1	PRKAB2
14091688	14118084	19	PRKACA
84078062	84238498	1	PRKACB
48744597	48847846	3	PRKAR2A
6318946	6320647	11	PRKCDBP
170222365	170305981	3	PRKCI
2050470	2185395	1	PRKCZ
47773108	47960183	8	PRKDC
50991358	52298350	10	PRKG1
102363872	102426676	7	PRKRIP1
76349956	76380971	11	PRKRIR
3604370	3713608	X	PRKX
7273972	7381548	Y	PRKY
46635167	46665124	21	PRMT2
20387530	20509294	11	PRMT3
22920511	22929585	14	PRMT5
4721910	4728460	20	PRND
4686236	4701590	20	PRNP
139390592	139395713	5	PROB1
35172073	35216240	20	PROCR
15963076	16084378	4	PROM1
93873033	93974066	3	PROS1
37762593	37779767	8	PROSC
39009866	39038076	13	PROSER1
11823339	11872277	10	PROSER2
35758143	35771028	19	PROSER3
213983181	214041502	1	PROX1
13586927	13630868	10	PRPF18
60890730	60906588	11	PRPF19
150321476	150353195	1	PRPF3
54115410	54131719	19	PRPF31
52404564	52420839	1	PRPF38A
108692323	108701803	1	PRPF38B
45084099	45116282	14	PRPF39
113275343	113292905	9	PRPF4
152651593	152717997	2	PRPF40A
4021267	4064983	6	PRPF4B
63981135	64033100	20	PRPF6
1650629	1684882	17	PRPF8
107628424	107651026	X	PRPS1
76309486	76384521	17	PRPSAP1
18840085	18931287	17	PRPSAP2
49591643	49626439	19	PRR12
30650717	30656440	16	PRR14
31676256	31750140	22	PRR14L
29563811	29567295	7	PRR15
47951967	47957878	17	PRR15L
42302098	42310821	19	PRR19
63998351	64004304	17	PRR29
30556886	30563723	6	PRR3
44702233	44862706	22	PRR5-ARHGAP8
127517609	127555089	5	PRRC1
31620720	31637771	6	PRRC2A
131394093	131500197	9	PRRC2B
171485551	171593511	1	PRRC2C
32829943	32858123	11	PRRG4
170662728	170739419	1	PRRX1
129665641	129722674	9	PRRX2
27247701	27256624	6	PRSS16
86791059	86952910	11	PRSS23
46742092	46812558	3	PRSS45
46712116	46812574	3	PRSS50
31083425	31089628	16	PRSS53
58279997	58295047	16	PRSS54
31131433	31135762	16	PRSS8
78297143	78330093	9	PSAT1
73136418	73223691	14	PSEN1
35745114	35747519	19	PSENEN
15464066	15511019	9	PSIP1
67893272	67929678	16	PSKH1
14504874	14643635	11	PSMA1
42916857	42932223	7	PSMA2
58244831	58272012	14	PSMA3
78540405	78552419	15	PSMA4
109399031	109426427	1	PSMA5
35278633	35317493	14	PSMA6
62136735	62143440	20	PSMA7
170535117	170553341	6	PSMB1
35599544	35641844	1	PSMB2
38752736	38764231	17	PSMB3
151399534	151401944	1	PSMB4
23016543	23035230	14	PSMB5
4796144	4798503	17	PSMB6
124353466	124415444	9	PSMB7
32840717	32844703	6	PSMB8
32844136	32859585	6	PSMB9
90256495	90275429	14	PSMC1
103344254	103369395	7	PSMC2
47418769	47426473	11	PSMC3
42572315	42577831	17	PSMC3IP
39971005	39981441	19	PSMC4
63827152	63832026	17	PSMC5
52707172	52728587	14	PSMC6
231056864	231172827	2	PSMD1
32444261	32483318	17	PSMD11
67337916	67366627	17	PSMD12
236546	252984	11	PSMD13
161308038	161411717	2	PSMD14
184298709	184309054	3	PSMD2
39980797	39997960	17	PSMD3
151254703	151267479	1	PSMD4
120815496	120842984	9	PSMD5
64010549	64024010	3	PSMD6
74296775	74306288	16	PSMD7
38374536	38383824	19	PSMD8
121888731	121918297	12	PSMD9
24136158	24138967	14	PSME1
24143362	24147570	14	PSME2
42824385	42843758	17	PSME3
1113263	1189415	20	PSMF1
12658043	12725740	18	PSMG2
1567330	1571005	7	PSMG3
3231403	3303373	6	PSMG4
31114750	31140092	6	PSORS1C1
31137536	31139350	6	PSORS1C2
19674752	19783019	13	PSPC1
56011051	56051604	7	PSPH
69709522	69759959	9	PTAR1
96721665	96823738	1	PTBP2
112217716	112333667	9	PTBP3
99416739	99466163	7	PTCD1
72320367	72368395	5	PTCD2
86106182	86142157	2	PTCD3
96261715	96336995	8	PTDSS1
448268	491399	11	PTDSS2
87863113	87971930	10	PTEN
33673504	33677499	9	PTENP1
16436943	16513745	10	PTER
128120693	128128462	9	PTGES2
49503874	49568146	20	PTGIS
140657900	141002216	8	PTK2
6765516	6770952	12	PTMS
63521761	63583587	6	PTP4A1
31906421	31944856	1	PTP4A2
47565430	47573461	11	PTPMT1
112418351	112509913	12	PTPN11
214348696	214552449	1	PTPN14
130356007	130375409	2	PTPN18
12785478	12929643	18	PTPN2
88465778	88554733	14	PTPN21
47381011	47413441	3	PTPN23
6946468	6961316	12	PTPN6
75463251	75579289	15	PTPN9
2864184	3039076	20	PTPRA
70515866	70637440	12	PTPRB
43525187	43623666	1	PTPRF
55181248	55209506	19	PTPRH
7566782	8406861	18	PTPRM
5158495	5340803	19	PTPRS
42072752	43189970	20	PTPRT
121873089	122062036	7	PTPRZ1
42402452	42423517	17	PTRF
59674636	59707626	17	PTRH2
24789734	24793382	2	PTRHD1
112226365	112269955	11	PTS
160421822	160428744	5	PTTG1
143816344	143829859	8	PUF60
140107777	140125619	5	PURA
44876293	44885361	7	PURB
131929200	131945896	12	PUS1
60940222	61018259	2	PUS10
125893485	125903221	11	PUS3
105439661	105522267	7	PUS7
1308567	1311677	1	PUSL1
44643798	44663583	19	PVR
119623408	119729084	11	PVRL1
44846175	44889228	19	PVRL2
161070995	161089599	1	PVRL4
127794533	128101253	8	PVT1
24985053	24988232	15	PWAR5
107685732	107713167	12	PWP1
44107290	44131181	21	PWP2
160061801	160119423	5	PWWP2A
132397168	132417863	10	PWWP2B
3722614	3752026	6	PXDC1
1631887	1744852	2	PXDN
58332880	58426126	3	PXK
132687606	132704991	12	PXMP2
33702754	33720319	20	PXMP4
120210439	120265771	12	PXN
141228726	141294906	3	PXYLP1
225919877	225924340	1	PYCR2
143603913	143609773	8	PYCRL
25248069	25298014	20	PYGB
21437615	21471252	12	PYROXD1
9148840	9208370	12	PZP
49095932	49105135	3	QARS
163414000	163578596	6	QKI
37344574	37373322	2	QPCT
29679008	29698699	16	QPRT
49029707	49094363	3	QRICH1
106629578	106668417	6	QRSL1
32893178	32993316	11	QSER1
136206333	136245841	9	QSOX2
114005833	114088422	3	QTRTD1
23270120	23296279	8	R3HCC1
98134624	98244897	10	R3HCC1L
135531455	135725270	2	R3HDM1
896503	913245	19	R3HDM4
26034107	26137454	2	RAB10
8389981	8404434	19	RAB11B
37858618	37899467	8	RAB11FIP1
425619	523011	16	RAB11FIP3
73073382	73156721	2	RAB11FIP5
153981617	153986358	1	RAB13
121178137	121223014	9	RAB14
237574322	237601614	2	RAB17
27504174	27542237	10	RAB18
66268533	66277492	11	RAB1B
71754874	71800285	12	RAB21
58309696	58367507	20	RAB22A
57186992	57222314	6	RAB23
156061160	156070514	1	RAB25
60516857	60623627	8	RAB2A
21459020	21476973	14	RAB2B
146543693	146554965	6	RAB32
139453232	139476609	4	RAB33B
120095095	120117502	12	RAB35
18196784	18204074	19	RAB3A
11322046	11346270	19	RAB3D
135052265	135176394	2	RAB3GAP1
61897301	61920269	11	RAB3IL1
82654973	82698728	17	RAB40B
229271062	229305894	1	RAB4A
40778216	40796938	19	RAB4B
19947079	19985175	3	RAB5A
55973913	55996683	12	RAB5B
42124976	42155044	17	RAB5C
73675638	73761137	11	RAB6A
129979664	129982738	2	RAB6C
128726122	128814796	3	RAB7A
16111629	16134234	19	RAB8A
63189469	63267782	15	RAB8B
13689121	13710506	X	RAB9A
5282265	5385812	17	RABEP1
125200542	125234158	9	RABEPK
66682164	66811464	7	RABGEF1
24265538	24271739	14	RABGGTA
113627229	113643396	2	RABL2A
50767501	50783663	22	RABL2B
120686681	120742993	3	RABL3
136807943	136957733	9	RABL6
6374523	6403977	7	RAC1
82031624	82034204	17	RAC3
49976923	50033136	12	RACGAP1
34905264	34918989	5	RAD1
69369293	69414801	5	RAD17
8775402	8963773	3	RAD18
12945855	12953642	19	RAD23A
40694774	40732339	15	RAD51
4538798	4560048	12	RAD51AP1
35092208	35121522	17	RAD51D
912077	990053	12	RAD52
94371960	94475109	8	RAD54B
67317871	67398410	11	RAD9A
4797055	4883719	7	RADIL
57351010	57379211	20	RAE1
12583601	12664226	3	RAF1
17681473	17811453	17	RAI1
39623483	39708124	7	RALA
9475009	9538116	18	RALBP1
35538352	35809304	14	RALGAPA1
38472816	38578861	20	RALGAPB
133097720	133149334	9	RALGDS
33993646	34108308	20	RALY
42758447	42763041	17	RAMP2
42753914	42761257	17	RAMP2-AS1
130871879	130877678	12	RAN
20115938	20127357	22	RANBP1
67723066	67806652	16	RANBP10
108719481	108785811	2	RANBP2
5916139	5978142	19	RANBP3
6011043	6015625	9	RANBP6
13621498	13711564	6	RANBP9
41245611	41286251	22	RANGAP1
68610839	68671901	12	RAP1B
132203024	132219480	X	RAP2C
131423921	131635236	5	RAPGEF6
203394345	203535410	2	RAPH1
40309192	40357643	17	RARA
25174332	25597932	3	RARB
158696892	158732696	3	RARRES1
150338317	150341674	7	RARRES2
63536809	63546462	11	RARRES3
168486445	168519299	5	RARS
87514378	87590003	6	RARS2
113977783	114132611	13	RASA3
102573807	102616757	7	RASA4
178091508	178093984	1	RASAL2-AS1
17494437	17496395	17	RASD1
81426393	82044244	4	RASGEF1B
33436324	33564750	2	RASGRP3
29312933	29319679	22	RASL10A
50329782	50340980	3	RASSF1
4780023	4823645	20	RASSF2
44959407	44995891	10	RASSF4
560404	564021	11	RASSF7
85800697	85836570	12	RASSF9
10316212	10333640	19	RAVER1
48303751	48481986	13	RB1
52622456	52745843	8	RB1CC1
5045821	5069488	7	RBAK
32651142	32686211	1	RBBP4
205086142	205122015	1	RBBP5
24537693	24572863	16	RBBP6
16839283	16870414	X	RBBP7
62410237	62427533	20	RBBP8NL
18486540	18497243	20	RBBP9
407498	430966	20	RBCK1
80034358	80046397	18	RBFA
35738736	36028425	22	RBFOX2
53433977	53491649	16	RBL2
35648925	35664956	20	RBM12
66616582	66627347	11	RBM14
110338506	110346681	1	RBM15
51391268	51397908	3	RBM15B
6088987	6117457	10	RBM17
122237624	122264839	9	RBM18
113816738	113966371	12	RBM19
150690794	150701107	5	RBM22
22893206	22919184	14	RBM23
73058436	73123898	14	RBM25
79311824	79406477	13	RBM26
146203600	146289132	5	RBM27
48574449	48579066	X	RBM3
235131183	235161457	1	RBM34
57391407	57409333	20	RBM38
66638617	66666682	11	RBM4
35629030	35637686	19	RBM42
151247940	151261879	2	RBM43
40423267	40630875	4	RBM47
92528773	92538005	7	RBM48
50088908	50119021	3	RBM5
49940007	50100045	3	RBM6
114400030	114414203	11	RBM7
145917714	145927678	1	RBM8A
29280982	30010391	3	RBMS3
130401969	130413343	X	RBMX2
88979456	88992960	1	RBMXL1
7123684	7128942	12	RBP5
9997206	10016020	1	RBP7
26163455	26435131	4	RBPJ
45306851	45317824	20	RBPJL
15070073	15099163	3	RBSN
40951347	40973309	22	RBX1
173931214	174022297	1	RC3H1
34513142	34615142	21	RCAN1
49531946	49585583	13	RCBTB1
48488959	48533256	13	RCBTB2
66842835	66846546	11	RCE1
75479037	75514764	4	RCHY1
4792869	4885917	9	RCL1
76931619	76954392	15	RCN2
49527618	49546962	19	RCN3
102592661	102730576	14	RCOR1
211258377	211316385	1	RCOR3
67676801	67695814	14	RDH11
18554723	18560680	2	RDH14
55720367	55724705	12	RDH5
110174880	110296722	11	RDX
36036433	36124451	9	RECK
21468911	21501669	12	RECQL
144511288	144517845	8	RECQL4
75626845	75667189	17	RECQL5
63521363	63625123	10	REEP3
22138020	22141951	8	REEP4
112876379	112922539	5	REEP5
1490747	1497927	19	REEP6
65653596	65663094	11	RELA
45001430	45038198	19	RELB
103471784	103989516	7	RELN
73376264	73397474	11	RELT
150368189	150374044	7	REPIN1
138903493	138988261	6	REPS1
16946691	17153280	X	REPS2
2391775	2405444	1	RER1
15107783	15348675	12	RERG
85342088	85354620	2	RETSAT
111299028	111483715	6	REV3L
1815246	1848463	19	REXO1
85656442	85663497	8	REXO1L1P
114439386	114450279	11	REXO2
133406059	133418096	9	REXO4
39287456	39366375	4	RFC1
74231499	74254458	7	RFC2
186789880	186807058	3	RFC4
118013588	118033130	12	RFC5
35005990	35089319	17	RFFL
76385517	76394517	9	RFK
82047902	82051831	17	RFNG
29438583	29442455	22	RFPL1
16313574	16514026	3	RFTN1
197568224	197676045	2	RFTN2
5993164	6199572	19	RFX2
151340640	151347357	1	RFX5
56087280	56243266	15	RFX7
19192229	19201869	19	RFXANK
72127110	72131901	X	RGAG4
183636085	183928531	1	RGL1
11384341	11419342	19	RGL3
23688136	23699176	22	RGL4
98768650	98798643	5	RGMB
35749287	35758575	9	RGP1
86907953	87013981	2	RGPD1
106391290	106468376	2	RGPD3
107826937	107890841	2	RGPD4
109792758	109857695	2	RGPD5
110513812	110577185	2	RGPD6
112370092	112434488	2	RGPD8
192575727	192580031	1	RGS1
182598623	182604408	1	RGS16
71932439	72566529	14	RGS6
75842602	75888926	7	RHBDD2
58059	76355	16	RHBDF1
151466012	151520120	7	RHEB
2876258	2889523	12	RHNO1
49359145	49412998	3	RHOA
20447074	20449445	2	RHOB
22987417	23020199	8	RHOBTB2
112701106	112707434	1	RHOC
67056818	67072013	11	RHOD
121777754	121803403	12	RHOF
3826978	3840983	11	RHOG
63204114	63293219	14	RHOJ
46541806	46583121	2	RHOQ
32142454	32253374	17	RHOT1
668086	674174	16	RHOT2
228735077	228746669	1	RHOU
40872214	40874289	15	RHOV
120109053	120115937	X	RHOXF1
143368855	143384220	8	RHPN1
5629025	5776557	9	RIC1
207511	215113	11	RIC8A
38937919	39074408	5	RICTOR
1646145	1650077	17	RILP
123410683	123436717	12	RILPL2
18605815	18611919	22	RIMBP3
21545357	21551461	22	RIMBP3C
40620679	40665657	1	RIMS3
66330242	66336840	11	RIN1
19886521	20002457	20	RIN2
33208495	33212722	6	RING1
7389496	7418037	6	RIOK1
23452823	23486603	18	RIOK3
3063991	3115187	6	RIPK1
89757747	89791063	8	RIPK2
41739369	41767106	21	RIPK4
113185526	113192368	12	RITA1
40161373	40240921	1	RLF
74585217	74614617	X	RLIM
5334969	5339873	9	RLN1
5299868	5304969	9	RLN2
86468257	86514357	8	RMDN1
40735884	40755851	15	RMDN3
83980711	84004074	9	RMI1
151404763	151452181	6	RMND1
86720173	86778041	2	RMND5A
178130996	178150565	5	RMND5B
20801228	20803278	14	RNASE1
20505537	20511169	14	RNASE10
20684100	20701215	14	RNASE4
12806580	12813638	19	RNASEH2A
7012417	7014532	17	RNASEK
166929504	166957191	6	RNASET2
48857145	48865898	12	RND1
120533480	120577594	12	RNF10
51236271	51273455	1	RNF11
58865175	59097419	15	RNF111
119870475	119871827	X	RNF113A
49936336	49953892	20	RNF114
145738868	145824077	1	RNF115
71928701	71997597	11	RNF121
33547755	33567125	8	RNF122
49689499	49721529	3	RNF123
32018372	32073213	18	RNF125
647526	663277	19	RNF126
106693794	106796993	X	RNF128
149812708	149962139	3	RNF13
122697712	122699156	7	RNF133
30968785	30999911	17	RNF135
32091855	32131561	18	RNF138
124474738	124487914	8	RNF139
10511678	10541230	11	RNF141
122701664	122702967	7	RNF148
4940008	4945222	17	RNF167
196468783	196503768	3	RNF168
74748868	74842413	11	RNF169
42849637	42897290	8	RNF170
13924446	13980302	6	RNF182
31160183	31207019	22	RNF185
100257059	100410015	8	RNF19A
185045364	185102608	1	RNF2
101533851	101563344	9	RNF20
117232625	117286445	11	RNF214
5620047	5781739	7	RNF216
4973988	5040675	7	RNF216P1
78614291	78659179	13	RNF219
3927309	4015582	20	RNF24
218663864	218672411	2	RNF25
119334527	119337313	11	RNF26
24146683	24160661	14	RNF31
156640281	156677130	7	RNF32
121400041	121430623	12	RNF34
36336396	36487548	9	RNF38
2462220	2625320	4	RNF4
30761745	30776307	16	RNF40
56202175	56221933	12	RNF41
58352500	58417595	17	RNF43
32178354	32180793	6	RNF5
26132115	26222493	13	RNF6
59952240	59964761	17	RNFT1
88610272	88963721	6	RNGTT
494512	507300	11	RNH1
88273864	88584530	10	RNLS
13726660	13764558	18	RNMT
782273	792509	17	RNMTL1
103525691	103555239	1	RNPC3
2253116	2268412	16	RNPS1
124883691	124898500	11	ROBO4
20946906	21111851	18	ROCK1
